Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh
Chicago,2/16/2024 13:22,23.54,55.79,9.08,16.03
Los Angeles,1/10/2024 23:50,15.88,45.58,5.21,8.37
San Antonio,4/10/2024 9:40,-3.61,80.3,0.4,18.14
San Antonio,3/22/2024 2:07,26.69,58.98,9.43,16.57
Houston,2/17/2024 0:06,-2.89,40.75,5.52,24.33
San Diego,5/16/2024 17:34,35.3,35.24,5.53,6.89
Los Angeles,2/9/2024 7:22,13.86,79.78,9.13,18.62
New York,5/11/2024 7:52,-4.02,55.79,5.37,10.5
Phoenix,1/8/2024 3:55,-1.53,51.56,3.11,5.84
Philadelphia,3/1/2024 7:04,33.16,78.05,2.32,10.09
Houston,4/10/2024 22:14,-6.54,59.76,3.57,28.32
San Diego,1/29/2024 14:00,4.82,40.26,4.59,18.53
Houston,4/14/2024 4:07,6.14,61.66,0.24,5.97
New York,5/2/2024 23:32,5.61,41.89,1.2,12.99
Chicago,5/3/2024 19:38,-8.17,47.68,5.93,22.73
Phoenix,2/24/2024 1:16,-12.88,39.61,6.29,24.04
New York,1/11/2024 17:19,22.68,55.54,5.64,12.66
New York,2/3/2024 17:21,7.78,54.73,2.45,4.78
San Diego,3/26/2024 2:50,39.92,86.88,8.11,27.41
Dallas,2/22/2024 10:18,-7.68,86.06,1.01,25.65
Dallas,3/2/2024 11:49,31.3,83.97,6.74,29.8
Houston,2/15/2024 16:06,18.79,57.32,5.75,0.52
Dallas,1/18/2024 2:10,7.04,40.04,1.28,11.03
Chicago,4/28/2024 18:30,27.25,32.49,1.41,20.44
San Antonio,4/15/2024 16:47,3.33,56.63,1.47,21.04
San Antonio,1/7/2024 12:15,10.81,56.1,3.22,14.26
Chicago,3/8/2024 8:05,29.24,66.14,5.17,29.77
Houston,5/16/2024 12:43,18.31,66.58,2.79,22.83
Houston,4/10/2024 7:31,17.64,37.45,0.64,20.62
New York,4/16/2024 3:54,4.79,49.71,4.22,19.69
Los Angeles,2/27/2024 22:37,27.65,45.88,9.46,4.04
San Antonio,4/1/2024 2:45,29.66,68.38,9.91,19.04
San Antonio,2/7/2024 7:14,16.36,77.39,6.61,9.89
Los Angeles,3/3/2024 9:21,-0.32,78.36,8.66,7.86
Houston,1/14/2024 7:50,7.64,49.04,2.02,16.84
Dallas,4/22/2024 11:33,13.47,38.81,1.56,15.22
San Diego,5/12/2024 15:10,28.29,83.8,0.54,12.91
Chicago,3/13/2024 9:24,15.27,79.14,0.14,17.07
Los Angeles,3/5/2024 20:36,24.7,57.19,4.29,2.09
Houston,3/5/2024 9:52,36.76,37.95,4.93,23.19
Los Angeles,3/3/2024 4:14,-1.31,75.9,4.83,3.97
Los Angeles,2/6/2024 9:03,30.73,32.34,0.73,24.02
New York,5/7/2024 12:25,13.59,37.59,8.99,27.93
San Diego,2/27/2024 15:04,12.16,62.04,1.16,0.78
Dallas,5/4/2024 2:51,-0.77,80.71,1.57,9.38
Phoenix,1/2/2024 20:31,-9.2,76.87,3.19,7.31
San Diego,1/6/2024 5:35,18.73,72.85,6.22,25.8
San Jose,4/17/2024 22:37,33.29,62.22,4.56,10.76
Los Angeles,2/14/2024 8:18,21.1,31.37,6.73,17.01
Chicago,1/3/2024 11:21,28.92,61.46,3.87,26
Los Angeles,3/11/2024 7:53,12.59,33.74,8.45,13.17
Phoenix,2/28/2024 11:18,27.66,87.86,3.75,29.06
Philadelphia,3/13/2024 4:48,21.05,87.1,5.69,19.88
San Antonio,2/27/2024 17:09,-5.8,51.85,6,2.4
San Antonio,2/20/2024 23:11,-2.23,42.12,3.11,2.04
Los Angeles,1/10/2024 15:59,37.74,51.81,2.22,0.69
Chicago,4/1/2024 12:38,6.72,51.02,1.65,25.47
San Diego,5/7/2024 15:08,28.95,51.57,7.42,14.75
San Antonio,1/21/2024 17:07,-8.58,80.65,2.57,6.33
Los Angeles,5/6/2024 8:36,8.59,82.75,4.98,12.67
San Diego,1/26/2024 0:12,39.18,84.1,5.67,12.06
Dallas,3/15/2024 22:09,39.75,48.1,0.95,11.68
Phoenix,1/10/2024 2:21,-7.56,48.35,0.95,29.33
Chicago,3/11/2024 18:58,4.26,65.98,1.12,15.27
Los Angeles,2/12/2024 21:03,38.33,69,0.94,1.93
Phoenix,2/25/2024 4:21,-14.53,34.84,5.7,11.18
San Antonio,2/3/2024 18:54,27.28,84.7,6.58,28.92
Houston,2/8/2024 22:25,-0.76,33.79,1.72,16.71
Chicago,3/21/2024 12:50,-7.98,73.98,5.56,4.27
Dallas,2/10/2024 1:45,-2.82,48.95,7.59,26.66
Philadelphia,1/21/2024 2:47,-5.24,81.13,7.87,10.13
San Antonio,5/18/2024 17:55,13.68,45.41,1.83,29.13
Chicago,4/12/2024 4:57,24.03,50.25,7.6,1.5
Phoenix,3/23/2024 20:14,11.19,34.74,9.47,19.31
Houston,4/23/2024 11:06,27.8,83.59,8.03,23.9
San Antonio,5/2/2024 6:07,34.17,36.5,5.3,28.11
Phoenix,1/3/2024 3:51,10.81,57.76,8.92,11.94
San Antonio,3/19/2024 7:06,-2.88,48.6,4.94,9.54
San Jose,1/9/2024 23:30,3.87,36.63,3.05,28.43
San Diego,2/18/2024 13:42,-3.36,47.08,4.09,18.4
Phoenix,4/19/2024 1:44,-4.48,87.67,8.62,15.97
Los Angeles,3/12/2024 6:04,24.55,44.21,1.27,2.12
New York,5/13/2024 4:52,20.1,47.08,8.97,21.98
Philadelphia,1/26/2024 8:09,-2.62,45.43,0.99,8.96
Phoenix,1/19/2024 9:35,19.97,49.79,11.27,13.01
San Antonio,2/22/2024 0:02,25.96,89.12,8.93,3.39
Dallas,1/11/2024 0:40,2.23,32.88,5.89,3.15
Chicago,4/5/2024 17:00,24.56,71.66,9.53,23.09
Chicago,4/6/2024 3:46,37.24,48.21,8.7,21.73
New York,1/19/2024 23:25,11.74,54.47,3.55,24.69
San Diego,3/6/2024 8:06,-0.62,81.58,0.79,29.8
San Jose,5/16/2024 4:25,34.36,30.89,8.93,23.58
Los Angeles,2/4/2024 15:59,-0.67,71.84,3.96,18.3
Chicago,2/11/2024 17:06,-7.03,87.49,6.35,11.98
Los Angeles,4/25/2024 15:08,23.64,60.6,1.41,16.57
New York,1/17/2024 9:33,17.37,65.25,8.76,12.87
San Diego,4/19/2024 2:07,-5.84,38.67,1.46,25.44
Phoenix,3/27/2024 10:09,39.41,78.03,8.24,14.65
Philadelphia,2/20/2024 20:47,-2.88,40.17,1.53,26.43
Houston,3/26/2024 1:58,-2.27,64.19,6.84,8.69
New York,5/7/2024 7:11,-9.52,43.12,2.55,1.11
Philadelphia,3/25/2024 16:59,14.34,37.29,4.75,24.2
Philadelphia,3/23/2024 11:47,4.37,86.86,7.57,3.18
Philadelphia,2/3/2024 19:45,7.06,43.46,2.93,9.77
San Diego,3/11/2024 15:43,27.55,32.1,2.57,15.96
San Diego,1/21/2024 15:40,35.06,51.92,2.17,0.39
San Antonio,1/5/2024 13:33,-9.2,52.52,4.04,25.02
Dallas,1/28/2024 4:15,-0.93,37.11,4.1,15.29
San Diego,2/24/2024 3:20,0.47,41.84,4.21,18.75
San Diego,2/2/2024 15:00,15.46,76.53,8.63,24.42
Los Angeles,4/17/2024 5:49,-7.24,31.47,3.78,1.07
Chicago,4/27/2024 23:31,13.45,36.86,8.93,1.31
Dallas,2/3/2024 0:00,34.87,63.38,8.72,18.97
Chicago,2/9/2024 12:44,6.96,61.21,3.82,15.71
San Jose,1/12/2024 23:23,33.33,78.7,2.35,16.04
Philadelphia,3/25/2024 22:56,32.03,85.43,3.47,10.91
New York,5/7/2024 8:23,34.58,79.47,3.15,19.17
Houston,2/3/2024 8:54,37.37,89.11,1.62,9.29
San Jose,3/25/2024 6:09,-4.72,40.59,2.5,28.14
Dallas,1/1/2024 4:55,13.62,64.2,7.94,1.12
New York,1/28/2024 8:57,34.75,51.84,0.58,6.65
Philadelphia,4/6/2024 0:03,7.19,71.31,4.06,15.92
San Diego,1/5/2024 19:08,21,45.14,0.81,2.46
San Antonio,5/13/2024 14:24,19.29,30.69,0.23,1.24
San Diego,4/1/2024 9:18,-6.8,63.36,9.41,23.72
Chicago,3/10/2024 20:43,36.68,84.94,5.53,29.43
Houston,5/15/2024 4:28,-1.18,55.06,9.53,16.15
San Diego,5/16/2024 10:15,8,39.86,5.66,15.9
Los Angeles,2/10/2024 18:07,22.26,57.54,0.85,3.79
Houston,5/8/2024 6:13,39.71,59.54,7.24,7.01
San Jose,1/7/2024 11:01,24.96,43.94,0.15,12.52
San Antonio,1/17/2024 18:04,14.5,69.26,3.41,0.08
San Diego,5/17/2024 3:03,6.3,64.46,9.29,14.74
Phoenix,2/25/2024 16:47,13.32,51.03,2.22,15.78
Dallas,5/17/2024 17:34,-4.41,62.73,5.73,6.33
Los Angeles,1/8/2024 6:27,36.95,50.62,3.38,0.91
San Antonio,4/8/2024 17:02,25.25,85.02,1.5,23.11
Los Angeles,4/11/2024 16:08,23.34,55.52,0.15,4.71
San Diego,4/16/2024 0:24,7.73,70.89,9.77,10.91
San Antonio,4/11/2024 7:28,14.95,82.31,3.35,14.64
Philadelphia,3/2/2024 10:12,34.22,79.77,3.56,23.61
Philadelphia,5/7/2024 0:56,33.22,76.56,1.27,28.38
Phoenix,4/27/2024 9:43,31.3,66.28,5.04,14.39
Phoenix,4/14/2024 20:07,35.77,30.17,8.67,5.81
Houston,4/3/2024 18:24,20.4,74.57,6.74,16.32
New York,1/15/2024 20:18,7.78,38.92,4.16,23.14
Chicago,4/22/2024 14:32,5.28,68.58,1.3,21.03
New York,5/1/2024 5:38,13.18,76.34,6.5,8.04
New York,2/4/2024 19:09,6.12,42.06,4.17,18.33
San Diego,1/21/2024 23:32,8.93,73.45,7.35,0.46
San Diego,5/17/2024 22:16,33.93,45.82,7.24,29.83
San Diego,4/4/2024 4:17,37.21,36.45,1.26,19.45
Houston,1/23/2024 8:18,35.7,75.3,9.47,1.58
Houston,3/30/2024 8:43,13.2,53.38,6.61,10.56
San Jose,2/24/2024 4:29,-0.76,66.77,0.44,17.84
San Antonio,4/13/2024 0:00,34.6,58.26,1.91,2.8
San Diego,2/8/2024 23:04,25.52,30.73,3.77,13.87
San Diego,3/10/2024 13:07,16.99,88.22,4.68,29.69
San Antonio,4/20/2024 6:59,37.79,66.43,8.81,9.68
San Diego,3/14/2024 3:00,-8.35,44.02,4.92,10.02
Phoenix,1/9/2024 2:46,-0.06,48.85,7.19,20.29
Dallas,5/15/2024 15:51,39.77,84.03,7.49,25.88
San Diego,4/14/2024 3:47,17.71,49.37,0.91,5.54
San Antonio,1/16/2024 3:01,35.89,64.59,1.2,23.82
Philadelphia,2/17/2024 15:52,5.93,45.83,9.54,22.99
Phoenix,2/8/2024 18:03,-12.62,83.08,11.42,24.1
Houston,4/21/2024 0:28,-9.53,62.68,2.97,8.98
Philadelphia,4/4/2024 3:30,37.23,63.5,6.91,1.08
Dallas,1/13/2024 10:06,-3.23,71.54,6.64,25.73
Los Angeles,1/31/2024 17:43,26.56,85.75,4.9,15.62
San Jose,5/15/2024 20:31,-3.84,43.56,2.75,24.74
Houston,5/1/2024 13:01,11.35,70.53,8.7,7.67
Los Angeles,2/13/2024 22:32,-2.43,82.38,1.3,10.67
San Jose,3/13/2024 1:24,31.5,55.42,0.55,11.45
Chicago,1/21/2024 14:04,35.72,85.46,5.45,10.92
Los Angeles,5/1/2024 0:09,3.11,74.11,1.04,28.95
Philadelphia,2/1/2024 7:48,20.67,35.66,9.46,28.17
San Diego,2/10/2024 20:18,34.35,73.9,5.81,1.82
Chicago,1/2/2024 13:06,29.63,41.2,8.03,7.55
Phoenix,5/10/2024 13:35,-4.56,80.08,2.87,14.3
New York,3/31/2024 0:13,-9.99,74.26,5.48,13.64
Dallas,3/26/2024 1:32,14.16,79.6,1.2,29.38
Phoenix,1/6/2024 11:47,3.18,40,9.02,18.8
Chicago,2/29/2024 6:44,25.32,78.49,7.54,11.8
San Jose,3/8/2024 12:01,17.2,65.52,7.68,11.34
New York,1/7/2024 23:25,-3.83,82.65,0.23,16
New York,5/3/2024 1:55,25.47,69.98,3.9,22.37
Phoenix,4/2/2024 20:33,0.32,81.83,3.4,19.44
Los Angeles,1/25/2024 16:22,17.91,87.47,4.64,15.16
Phoenix,2/4/2024 1:21,-2.33,39.81,4.9,10.96
San Diego,4/11/2024 20:07,-4.33,63.28,5.39,19.75
San Diego,4/12/2024 17:28,-3.41,84,4.8,5.08
San Antonio,1/9/2024 19:00,30.31,48.14,4.25,29.84
San Diego,2/10/2024 7:24,38.02,74.99,3.37,20.5
Houston,2/1/2024 22:58,11.39,41.67,1.71,23.66
Dallas,1/10/2024 6:00,-1.96,87.18,7,16.75
New York,5/15/2024 21:17,11.98,42.52,0.29,17.32
Dallas,2/3/2024 21:51,13.48,40.52,6.04,0.23
Chicago,2/14/2024 19:46,12.41,75.73,9.25,22.54
Philadelphia,5/11/2024 17:08,25.56,64.68,3.05,6.85
Los Angeles,4/7/2024 14:45,-0.19,61.32,7.42,27.63
Dallas,4/6/2024 6:02,29.85,68.44,8.83,16.95
Houston,1/20/2024 15:02,23.46,31.75,5.23,24.87
Philadelphia,3/7/2024 1:31,23.65,82,4.14,25.82
Chicago,2/26/2024 5:06,31.07,74.71,9.75,17.6
Chicago,5/7/2024 22:44,25.37,44.92,2.09,20.97
Dallas,4/28/2024 20:50,13.81,61.29,3.62,28.22
Dallas,4/11/2024 12:54,21.24,42.19,0.52,5.76
Chicago,5/17/2024 7:55,17.81,42.11,7.72,20.42
San Jose,4/6/2024 17:50,16.94,78.43,0.74,4.93
San Antonio,5/14/2024 5:17,9.63,77.16,1.67,8.45
San Antonio,5/10/2024 20:25,14.37,63.79,1.31,2.43
Dallas,3/29/2024 1:36,5.98,33.53,8.24,1.65
Philadelphia,2/9/2024 11:42,31.42,42.98,1.46,19.59
Dallas,1/24/2024 5:44,29.7,60.26,2.74,7.44
Los Angeles,1/17/2024 11:10,22.13,60.61,2.55,14.95
San Jose,5/1/2024 12:04,24.73,48.51,2.51,8.83
Houston,2/1/2024 18:09,10.03,46.39,5.4,1.86
Dallas,1/14/2024 15:00,6.12,34.14,2.77,27.02
Dallas,1/28/2024 19:55,39.63,61.33,6.43,8.81
New York,1/1/2024 20:39,7.93,81.39,4.4,29.45
New York,2/9/2024 14:33,38.01,68.3,5.49,29.29
Houston,3/25/2024 16:45,13.24,82.68,9.25,24.99
San Jose,5/3/2024 19:51,28.19,81.33,5.81,27.06
Phoenix,5/10/2024 14:59,7.71,34.38,3.23,25.56
Los Angeles,4/8/2024 16:26,-4.55,43.17,1.51,14.91
Philadelphia,4/16/2024 9:56,8.69,49.84,7.27,16.49
San Jose,2/21/2024 1:03,4.92,69.24,4.12,8.21
Philadelphia,3/24/2024 22:14,13.79,60,7.79,5.24
New York,2/2/2024 21:10,27.87,71.74,5.93,22.57
Los Angeles,1/7/2024 7:23,10.48,67.57,3.33,7.55
Philadelphia,2/22/2024 10:12,29.84,68.56,0.42,2.81
New York,3/6/2024 15:54,7.68,34.75,8.36,1.61
San Antonio,4/16/2024 17:59,-5.24,65.3,4.32,22.44
Dallas,5/14/2024 4:15,-7.26,78.32,0.97,11.08
San Diego,2/26/2024 3:43,21.04,48,8.83,1.46
New York,3/15/2024 14:13,-2.94,49.24,8.12,22.35
Chicago,1/7/2024 11:11,32.97,43.53,5.16,24.78
Chicago,3/1/2024 5:13,35.43,89.05,1.28,13.59
Philadelphia,3/15/2024 7:29,1.15,51.75,7.4,2.91
San Jose,4/8/2024 17:55,17.39,80.63,1.15,10.79
New York,4/4/2024 2:32,39.96,31.64,0.4,4.07
New York,5/5/2024 13:46,9.04,52.47,6.43,16.46
Houston,1/19/2024 22:18,26.21,88.09,3.47,27.91
Chicago,4/24/2024 23:05,28.02,46.92,1.9,7.45
Chicago,4/6/2024 22:39,9.33,51.85,3.6,1.59
San Jose,5/10/2024 13:26,-4.69,46.86,1.88,29.56
San Jose,3/3/2024 0:06,34.12,68.94,4.89,0.89
San Antonio,3/30/2024 1:56,-6.83,71.16,3.06,27.89
San Antonio,1/21/2024 7:21,-1.24,58.16,1.9,21.22
San Antonio,1/25/2024 6:08,24.15,36.17,4.24,1.5
San Jose,4/29/2024 4:50,33.2,81.12,4.07,2.8
Chicago,1/21/2024 19:56,25.11,50.26,0.38,26.96
San Antonio,1/3/2024 22:19,21.38,87.31,6.96,6.99
Phoenix,1/30/2024 2:26,29.82,61.08,3.09,2.02
Chicago,4/27/2024 9:09,30.98,58.42,8.09,26.01
Dallas,1/30/2024 6:54,14.07,46.42,1.24,28.93
Phoenix,2/19/2024 0:43,-5.84,32.36,0.83,5.47
Chicago,4/1/2024 0:01,19.22,46.49,1.35,25.01
San Jose,5/15/2024 10:32,-1.75,66.23,9.95,15.22
Chicago,5/2/2024 3:40,21.02,37.63,5.88,5.12
Phoenix,1/14/2024 14:31,-12.72,42.49,7.77,2.77
Phoenix,5/4/2024 2:52,6.08,83.28,1.98,17.46
New York,2/28/2024 2:02,14.75,51.88,9.31,28.76
San Antonio,4/27/2024 3:42,33.69,59.89,6.19,28.44
Dallas,4/21/2024 22:18,-4.37,76.95,8.91,9.03
Houston,1/30/2024 2:22,26.09,53.24,2.71,1.08
San Antonio,1/24/2024 2:11,5.41,35.69,0.76,15.72
New York,3/31/2024 15:44,17.85,83.87,4.81,22.25
Houston,3/31/2024 7:32,-1.22,41.54,0.65,28.11
San Antonio,3/17/2024 1:55,9.32,62.37,3.35,16.93
New York,2/29/2024 4:39,19.26,87.7,9.16,20.21
Phoenix,1/12/2024 16:43,5.17,82.57,7.94,7.21
Los Angeles,1/27/2024 5:40,23.79,84.13,7.26,12.22
Dallas,2/15/2024 9:54,39.02,49.4,3.98,3.78
San Antonio,2/17/2024 6:31,1.23,87.07,5.55,14.17
San Diego,4/29/2024 1:01,8.74,77.36,1.02,19.51
Philadelphia,1/5/2024 14:57,6.69,35.73,0.81,24.62
Los Angeles,4/7/2024 10:00,-3.11,75.33,2.55,21.14
Chicago,3/8/2024 9:42,6.86,32.61,6.19,0.17
Houston,3/30/2024 23:38,39.39,45.4,2.16,4.2
New York,5/1/2024 10:54,16.82,66.43,6.54,3.49
San Jose,2/11/2024 10:43,-2.71,76.26,9.23,4.32
San Jose,1/20/2024 16:21,-8.77,50.71,8.67,17.27
Dallas,4/13/2024 8:21,26.75,39.95,4.71,27.09
Chicago,2/3/2024 7:00,29.89,46.23,8.68,29.4
Phoenix,2/8/2024 10:49,33.25,72.81,4.68,15.8
San Diego,5/16/2024 21:16,25.32,76.85,6.82,25.93
San Antonio,4/25/2024 17:12,21.43,44.28,4.65,10.86
Houston,3/3/2024 2:16,16.3,88.77,6.57,0.15
Phoenix,4/10/2024 7:30,21.21,64.38,3.99,6.37
Phoenix,5/17/2024 8:54,12.62,65.26,9.32,18.89
Los Angeles,1/7/2024 4:09,39.05,73.65,8.97,4.85
San Diego,2/17/2024 18:22,36.03,74.98,2.07,5.59
Houston,1/13/2024 23:23,21.78,60.17,2.25,4.93
Houston,4/13/2024 7:47,30.73,53.9,3.55,16.37
San Jose,1/9/2024 7:41,24.17,39.8,0.85,8.12
Los Angeles,3/2/2024 16:13,21.28,80.33,0.76,10.82
San Antonio,5/11/2024 7:06,1.22,46.48,0.26,11.52
New York,4/7/2024 9:02,19.38,77.43,3.07,14.16
Philadelphia,4/27/2024 12:01,39.29,43.99,7.34,3.41
Houston,2/28/2024 8:08,-8.29,60.7,7.22,24.2
Los Angeles,4/9/2024 1:36,37.43,46.08,8.78,25.09
San Diego,2/16/2024 11:09,4.65,43.44,3.18,25.85
Houston,2/17/2024 10:00,30.71,37.42,8.23,10.47
San Antonio,5/15/2024 13:59,-9.92,45.34,2.06,10.49
Philadelphia,3/18/2024 5:16,37.23,37.77,8.06,15.23
San Antonio,5/15/2024 5:10,-1.38,62.37,2.1,2.67
San Jose,3/31/2024 11:02,-3.84,46.21,3.99,27.28
San Jose,2/18/2024 15:51,15.84,40.48,0.21,27.97
Los Angeles,4/9/2024 11:23,-8.86,60.93,1.57,15.3
Philadelphia,4/20/2024 10:04,22.78,77.5,3.06,13.04
Houston,3/9/2024 13:40,-4.84,66.15,7.35,10.73
Los Angeles,2/14/2024 11:30,-8.77,61.25,6.85,13
New York,1/23/2024 22:03,-7.56,42.71,0.44,2.17
Phoenix,3/9/2024 18:18,-2.85,80.67,2.21,24.13
San Diego,3/16/2024 11:18,3.23,61.11,1.49,16.48
San Jose,2/28/2024 6:17,32.46,37.89,0.22,15.48
Philadelphia,4/14/2024 9:38,39.42,84.22,5.85,18.31
Houston,3/28/2024 23:24,-5.74,59.84,2.67,2.06
New York,2/2/2024 5:49,7.24,37.02,1.24,9.12
Phoenix,5/14/2024 22:47,22.99,89.84,8.54,10.42
San Diego,4/3/2024 0:30,-8.07,52.3,8.81,26.91
Los Angeles,4/7/2024 1:42,39,63.55,8.77,18.29
Philadelphia,2/23/2024 23:34,23.51,59.05,8.06,1.3
Los Angeles,2/6/2024 19:47,31.22,34.15,7.87,5.16
Dallas,1/8/2024 12:43,18.03,36.51,1.5,16.45
San Jose,3/26/2024 17:42,9.02,37.18,2.91,26.6
San Diego,5/18/2024 16:34,5.15,63.27,7.46,25.97
Chicago,3/7/2024 0:11,16.51,30.07,9.53,3.15
San Jose,1/27/2024 21:47,37.49,89.64,5.9,2.1
San Diego,1/22/2024 18:31,11.33,63.39,4.67,12.62
San Antonio,2/8/2024 8:15,13.88,41.99,1.12,15.35
Phoenix,2/26/2024 0:58,34.55,69.95,5.01,12.94
Phoenix,5/2/2024 4:27,27.72,36.87,6.17,26.9
San Diego,1/20/2024 19:25,13.9,85.09,1.61,14.3
San Antonio,2/29/2024 19:27,13.91,56.88,7.37,2.82
Chicago,4/12/2024 6:34,36.6,38.73,3.55,20.51
Philadelphia,4/14/2024 15:11,37.1,58.84,7.5,10.09
San Antonio,1/14/2024 9:57,16.66,41.97,2.85,25.48
Los Angeles,2/27/2024 2:27,28.09,72,7.84,28.47
New York,1/9/2024 22:05,16.06,45.21,3.25,1.06
San Diego,2/20/2024 9:03,1.37,62.42,6.23,7.39
Houston,3/20/2024 11:38,28.22,35.17,1.39,0.16
San Jose,4/13/2024 18:42,21.22,65.22,1.73,27.06
Los Angeles,5/8/2024 20:12,4.69,75.41,6.13,8.16
Phoenix,2/12/2024 4:33,24.71,57.89,10.21,6.76
Dallas,2/21/2024 13:32,10.66,81.9,6.76,18.82
Phoenix,4/6/2024 19:46,12.65,38.09,7.43,26.15
Chicago,1/24/2024 1:54,-2.73,41.07,6.82,21.13
Los Angeles,5/10/2024 18:45,15.01,63.83,9.5,25.47
Chicago,2/7/2024 12:55,10.01,35.91,3.6,22.22
Phoenix,3/6/2024 21:20,4.43,83.58,9.52,29.49
New York,3/5/2024 6:16,10.95,58.83,1.58,24.61
San Jose,4/12/2024 13:10,34.75,55.02,1.54,8.95
Dallas,1/13/2024 20:48,38.56,58.54,3.69,20.51
San Antonio,5/6/2024 16:23,3.19,61.27,3.36,5.75
Los Angeles,1/18/2024 3:45,24.01,37.37,6.22,18.05
San Jose,2/21/2024 8:35,21.33,33.11,2.08,4.97
Houston,3/4/2024 19:48,-3.89,79.93,4.71,7.32
Chicago,4/18/2024 19:00,24.44,36.12,6.6,6.08
San Jose,5/10/2024 14:28,33.11,42.57,9.42,27.27
Phoenix,1/17/2024 17:20,27.32,76.91,7.94,29.91
Dallas,2/1/2024 14:57,7.16,47.54,2,25.56
Los Angeles,3/22/2024 3:09,33.03,62.4,8.5,8.69
Chicago,5/4/2024 21:02,8.49,73.96,8.95,11.91
Phoenix,1/21/2024 0:38,3.26,49.71,7.59,26.76
San Diego,4/4/2024 17:07,-2.54,59.56,2.65,7.16
Phoenix,2/4/2024 5:42,26.8,78.91,6.47,23.71
New York,3/10/2024 2:02,-6.9,75.23,3.15,18.61
Los Angeles,1/5/2024 5:37,9.8,73.68,7.27,5.17
Chicago,3/4/2024 10:34,27.53,85.13,6.47,4.59
Phoenix,5/5/2024 8:16,-8.86,64.88,8.29,3.88
Dallas,4/3/2024 19:33,5.85,30.21,1.96,8.03
San Diego,2/17/2024 8:14,20.31,57.33,7.04,15.71
New York,3/1/2024 22:13,2.42,41.45,0.62,14.02
Los Angeles,2/6/2024 17:15,14.32,68.83,0.88,29.06
New York,3/26/2024 11:16,4.71,43.87,6.63,21.5
Chicago,1/19/2024 4:58,28.47,56.07,5.64,7.05
San Jose,1/7/2024 14:30,9.59,71.98,4.98,10.34
Philadelphia,1/26/2024 5:36,14.2,42.93,8.32,8.28
San Jose,1/31/2024 15:23,10.15,80.77,9.52,2.79
Los Angeles,5/11/2024 20:04,28.83,67.41,7.01,24.36
Dallas,4/7/2024 2:35,24.95,41.56,0.68,26.86
New York,5/9/2024 13:12,-1.86,70.09,1.98,21.88
San Jose,2/18/2024 4:24,13.09,89.72,3.49,19.24
San Diego,1/22/2024 19:28,1.86,74.26,7.38,13.63
Chicago,1/2/2024 13:14,-8.06,48.61,9.96,24.2
Phoenix,3/29/2024 17:06,-8.9,88.38,1.9,12.39
New York,1/28/2024 16:09,37.73,87.17,3.69,22.99
Los Angeles,2/4/2024 23:11,-1.89,30.63,3.18,4.1
Chicago,5/1/2024 12:01,38.15,52.48,8.23,13.9
San Diego,2/8/2024 1:24,-7.01,78.03,2.31,5.04
Dallas,3/29/2024 8:18,33.63,33.19,6.85,19.06
San Antonio,4/14/2024 0:33,23.66,41.51,9.27,11.13
New York,5/6/2024 11:15,-5.89,78.77,1.37,5.98
San Antonio,2/12/2024 0:20,19.08,59.51,4.8,23.83
San Antonio,3/2/2024 23:09,30.64,66.12,5.11,4.21
Los Angeles,3/26/2024 22:35,8.86,57.72,1.76,0.35
San Antonio,4/11/2024 12:44,38.44,35.83,2.98,26.43
San Diego,4/6/2024 22:41,28.54,33.92,1.65,13.39
New York,3/20/2024 16:49,37.08,77.8,2.16,1.76
Philadelphia,4/8/2024 10:57,26.93,77.74,1.14,11.08
Los Angeles,4/4/2024 18:12,33.09,86.4,6.65,10.51
Houston,5/16/2024 1:05,31.98,38.97,5.88,7.58
Philadelphia,2/13/2024 2:55,15.94,33.55,6.98,26.88
Phoenix,3/31/2024 18:44,4.79,44.61,2.62,4.06
Los Angeles,1/29/2024 15:24,38.8,85.17,7.57,1.25
Dallas,1/29/2024 16:54,37.77,33.52,9.4,5.66
Houston,3/29/2024 7:29,-7.45,50.34,5.6,3.63
Philadelphia,1/19/2024 21:16,29.99,70.5,3.85,8.81
San Antonio,4/10/2024 19:27,26.63,40.59,7.05,27.18
San Diego,4/4/2024 3:32,32.59,63.66,8.85,18.58
Philadelphia,3/21/2024 12:39,27.94,66.03,7.85,0.54
Los Angeles,2/6/2024 12:56,33.69,88.2,0.35,5.16
Los Angeles,4/17/2024 21:58,27,65.9,4,1.13
New York,1/11/2024 18:42,-5.09,45.6,1.97,14.7
Phoenix,5/1/2024 4:55,-0.41,49.74,3.57,15.49
New York,1/9/2024 19:54,5.28,67.14,6.2,13.73
New York,3/6/2024 0:15,23.82,39.05,0.88,14.28
Phoenix,2/16/2024 9:32,30.54,66.79,11.27,29.74
Los Angeles,2/28/2024 1:27,33.88,67.58,7.81,12.08
Los Angeles,4/8/2024 4:53,20.09,74.82,9.57,1.87
Philadelphia,4/4/2024 12:08,24.82,32.17,1.02,24.19
New York,1/17/2024 14:09,19.99,35.89,5.58,21.88
Philadelphia,1/12/2024 0:49,-0.55,47.66,4.62,7.53
Chicago,2/9/2024 11:32,36.94,34.37,3.02,8.67
Houston,2/1/2024 6:38,-5.1,50.37,1.86,28.56
San Antonio,3/25/2024 19:32,-3.31,81.47,7.7,3.99
